codigo,nome,score_contratacao_v3,titulo_vaga,modalidade
25322,Dr. Pietro Dias,0.6023938871148199,Java EE Hybris - 11753315,
24309,Liam Borges,0.511209508854409,Datastage - 11739197,
22085,Srta. Sara da Mota,0.4923838606980868,Datastage - 11739197,
19972,Sr. Miguel Sampaio,0.511209508854409,Datastage - 11739197,
18121,Ayla Vieira,0.4308299345982642,Datastage - 11739197,
25310,Noah Silva,0.511209508854409,Programador JAVA Senior,
25268,Pietra Sá,0.4404549100576459,Programador JAVA Senior,
25267,Srta. Maria Liz Vieira,0.511209508854409,Programador JAVA Senior,
25262,Srta. Eloá Barros,0.511209508854409,Programador JAVA Senior,
25260,Ana Vitória Viana,0.511209508854409,Programador JAVA Senior,
25255,Enzo Farias,0.511209508854409,Programador JAVA Senior,
25194,Liz Carvalho,0.511209508854409,Programador JAVA Senior,
25026,Sr. Diogo Casa Grande,0.511209508854409,Programador JAVA Senior,
24970,Gustavo Almeida,0.511209508854409,Programador JAVA Senior,
24239,Dr. Mateus Mendes,0.511209508854409,Programador JAVA Senior,
23516,Vitor Gabriel Jesus,0.511209508854409,Programador JAVA Senior,
21643,Sra. Aurora Novais,0.48275442549807973,Programador JAVA Senior,
21396,Luigi Sousa,0.511209508854409,Programador JAVA Senior,
19483,Dr. Vitor Gabriel Lopes,0.511209508854409,Programador JAVA Senior,
15247,Maria Cecília Brito,0.511209508854409,Programador JAVA Senior,
388,Sr. Enzo Sousa,0.511209508854409,Programador JAVA Senior,
25666,Sra. Helena Sales,0.511209508854409,"Java SR, PL -2021-2602800",
25636,Sr. Marcos Vinicius da Rocha,0.511209508854409,"Java SR, PL -2021-2602800",
25264,Nicolas Cavalcante,0.511209508854409,"Java SR, PL -2021-2602800",
24988,Dr. Thales Sá,0.511209508854409,"Java SR, PL -2021-2602800",
24979,Srta. Melina Silva,0.511209508854409,"Java SR, PL -2021-2602800",
24928,Carlos Eduardo Rezende,0.4873244548062788,"Java SR, PL -2021-2602800",
22845,Pietro Cirino,0.4736503010027059,recrutadora,
26354,Dra. Maria Luiza Macedo,0.511209508854409,Analista QA/Testes – PL,
25334,João Guilherme Fonseca,0.511209508854409,Analista QA/Testes – PL,
25303,Sra. Heloisa Martins,0.511209508854409,Analista QA/Testes – PL,
3081,Alana Câmara,0.511209508854409,Analista QA/Testes – PL,
25363,Oliver Castro,0.511209508854409,J&J -2021-2597245-Cloud-PaaS-AWS-Amazon Web Services-Lead,
25631,Srta. Luana Correia,0.49931230303947216,2021 2607932-DEV JAVASCRIPT Sr-,
25598,Dra. Sofia Dias,0.511209508854409,Product Owner Loyalty,
25338,Mariana Teixeira,0.46176280530054536,Product Owner Loyalty,
25336,Hadassa da Cruz,0.511209508854409,Product Owner Loyalty,
25325,Liz Cunha,0.42516668330895846,Product Owner Loyalty,
25158,Igor da Cruz,0.511209508854409,Product Owner Loyalty,
25157,Lucas Gabriel Vieira,0.511209508854409,Product Owner Loyalty,
24788,Dra. Ana Lívia Vasconcelos,0.511209508854409,Product Owner Loyalty,
24374,Ana Pacheco,0.511209508854409,Product Owner Loyalty,
3779,Levi Sampaio,0.511209508854409,Product Owner Loyalty,
26182,Felipe Novais,0.2794383606527869,Recrutador Cloud,
25604,Erick Guerra,0.511209508854409,Recrutador Cloud,
25603,Olivia Almeida,0.511209508854409,Recrutador Cloud,
25371,Emilly Teixeira,0.511209508854409,Recrutador Cloud,
25369,Srta. Maria Isis Cardoso,0.511209508854409,Recrutador Cloud,
25368,Maria Liz Aragão,0.511209508854409,Recrutador Cloud,
25346,Dr. Rhavi Freitas,0.511209508854409,Recrutador Cloud,
24487,Sr. Apollo Sá,0.511209508854409,Recrutador Cloud,
24432,Srta. Rebeca Aragão,0.511209508854409,Recrutador Cloud,
25268,Pietra Sá,0.4404549100576459,Dev Java - Full Stack - Sr -RE-320296,
23516,Vitor Gabriel Jesus,0.511209508854409,Dev Java - Full Stack - Sr -RE-320296,
21060,Dra. Isis Aragão,0.511209508854409,Dev Java - Full Stack - Sr -RE-320296,
9048,Ana Luiza Pastor,0.511209508854409,Dev Java - Full Stack - Sr -RE-320296,
25322,Dr. Pietro Dias,0.5896124118523222,11756083 - Oracle,
20093,João Guilherme Pastor,0.559204575186713,11756083 - Oracle,
25675,Leonardo Silva,0.511209508854409,Desenvolvedor Front End - MSC,
21052,Theo Peixoto,0.511209508854409,Desenvolvedor Front End - MSC,
25361,Hellena Pacheco,0.511209508854409,Arquiteto/consultor de Data Analytics,
22553,Sarah Cavalcanti,0.4736503010027059,Arquiteto/consultor de Data Analytics,
20903,Bárbara da Cunha,0.511209508854409,Arquiteto/consultor de Data Analytics,
18077,Dr. Thiago Montenegro,0.511209508854409,4329978 - SAP FI,
24899,Luiz Miguel Santos,0.511209508854409,4329025 - SAP MM,
25030,Mariah Cavalcanti,0.511209508854409,4324369 AS 400,
26228,Gabriel Cirino,0.511209508854409,Dev Java - Sr - RE-320297,
22767,Kaique Gomes,0.4736503010027059,Dev Java - Sr - RE-320297,
19075,Ana Carolina Leão,0.47012986545479124,Dev Java - Sr - RE-320297,
25269,Sr. Davi Lucca Lima,0.511209508854409,4297444 - Cobol SR,
20393,Yasmin da Costa,0.4922885179833448,4297444 - Cobol SR,
25810,Catarina Ramos,0.47468367983980975,Analista Mainframe -2021-2597240,
25679,Sra. Ana Cecília Fernandes,0.46576288258581816,Analista Mainframe -2021-2597240,
25100,Dra. Emanuella Rodrigues,0.5303079025248001,Analista Mainframe -2021-2597240,
23287,Sr. Isaque Rezende,0.5164513011655762,Analista Mainframe -2021-2597240,
5191,Bruna Moraes,0.511209508854409,Analista Mainframe -2021-2597240,
4015,Luísa Alves,0.511209508854409,Analista Mainframe -2021-2597240,
25383,Emilly Monteiro,0.511209508854409,Analista Mainframe -2021-2596331,
25348,Sr. Davi Lucca Montenegro,0.47012986545479124,Analista Mainframe -2021-2596331,
25326,Dr. Rael Cunha,0.511209508854409,Analista Mainframe -2021-2596331,
5115,Juliana Peixoto,0.511209508854409,Analista Mainframe -2021-2596331,
25953,Jade Alves,0.2870360418238531,IND - gerente de projetos,Cooperado
25921,Ana Vitória Castro,0.20738389945094882,IND - gerente de projetos,Cooperado
25319,Ana Cecília Mendes,0.511209508854409,IND - gerente de projetos,Cooperado
25347,Ravy da Mota,0.511209508854409,Consultor SAP SD – SR,
25123,Ryan Abreu,0.511209508854409,Consultor SAP SD – SR,
21558,Ana Sophia Pereira,0.36711551803243947,Consultor SAP SD – SR,
25925,Dr. Gael Leão,0.4490924217063421,SAP ABAP PI - 20217613874,
25906,José Pedro Moreira,0.4936191729587866,SAP ABAP PI - 20217613874,
21558,Ana Sophia Pereira,0.36711551803243947,SAP ABAP PI - 20217613874,
21871,Sr. Guilherme Azevedo,0.511209508854409,Analista DBA – SR,
25458,Nina Câmara,0.511209508854409,Data Engineering - 11723180,
24224,Sr. Gabriel Fernandes,0.511209508854409,Data Engineering - 11723180,
21257,Daniel Rezende,0.511209508854409,Data Engineering - 11723180,
20379,Diego da Mata,0.511209508854409,Data Engineering - 11723180,
9089,Dra. Brenda Azevedo,0.511209508854409,Data Engineering - 11723180,
24992,Juan Araújo,0.511209508854409,Desenvolvedor Back end - MSC,
24960,Sabrina da Paz,0.511209508854409,Desenvolvedor Back end - MSC,
25590,Aylla Alves,0.5051288956091137,UNIX Administration - 11764469,
18847,Dr. Levi Porto,0.4409192799602643,UNIX Administration - 11764469,
18348,Melissa Rodrigues,0.5133207967196031,UNIX Administration - 11764469,
13500,Sra. Maria Laura Costa,0.4423546391381426,UNIX Administration - 11764469,
25376,Dra. Jade da Mata,0.5556469828565592,Business Operations - PMO Practitioner - 11766455,
23261,Daniela Ribeiro,0.5247832969889757,Business Operations - PMO Practitioner - 11766455,
25380,Sr. Marcos Vinicius da Costa,0.5609423332582143,Scrum Master - 11766973,
25379,Nathan Brito,0.5101654455549223,Scrum Master - 11766973,
25526,Leandro Cunha,0.665530991897243,Analista Contabil - 11766820,
25515,Sr. Eduardo Abreu,0.38757701271372685,Analista Contabil - 11766820,
25356,Dr. Gustavo Henrique Viana,0.5556469828565592,Analista Contabil - 11766820,
25318,Isabelly Duarte,0.5556469828565592,Analista Contabil - 11766820,
25557,Dra. Maria Cecília Marques,0.511209508854409,Visual Designer PL/SR,
25543,Dra. Pietra Camargo,0.511209508854409,Visual Designer PL/SR,
25512,Ana Beatriz Camargo,0.511209508854409,UX Designer PL/SR,
25407,Júlia Alves,0.511209508854409,UX Designer PL/SR,
25377,Sra. Fernanda da Conceição,0.511209508854409,UX Designer PL/SR,
25385,Sr. Thomas Teixeira,0.511209508854409,SAP IBP,
25381,Kaique da Mota,0.511209508854409,SAP IBP,
25477,Srta. Clara Novais,0.5556469828565592,Analista Contabil - 11766850,
25472,Luiz Henrique Dias,0.5556469828565592,Analista Contabil - 11766850,
25462,Mateus Almeida,0.5556469828565592,Analista Contabil - 11766850,
25453,Miguel Garcia,0.5556469828565592,Analista Contabil - 11766850,
25410,Lavínia da Mota,0.5556469828565592,Analista Contabil - 11766850,
25409,Dra. Maria Sales,0.5556469828565592,Analista Contabil - 11766850,
25408,Ana Clara Cardoso,0.5556469828565592,Analista Contabil - 11766850,
25322,Dr. Pietro Dias,0.6023938871148199,Java Developer - 11766444,
25911,Henry Gabriel Souza,0.4586585473189557,Java Developer - 11763488,
22779,Dra. Rebeca Montenegro,0.4736503010027059,Java Developer - 11763488,
25322,Dr. Pietro Dias,0.5896124118523222,JAVA Developer - 11762508,
19075,Ana Carolina Leão,0.5310354496194969,JAVA Developer - 11762508,
9847,Brayan Brito,0.511209508854409,Salesforce Health Cloud developerJ&J,
25375,Antony Gonçalves,0.46576288258581816,Desenvolvedor .Net Core,
25374,Cauê Ramos,0.511209508854409,Desenvolvedor .Net Core,
24703,Camila Rezende,0.48738493382705683,Desenvolvedor .Net Core,
24236,Augusto Vasconcelos,0.511209508854409,Desenvolvedor .Net Core,
24135,Dr. Marcelo Nascimento,0.511209508854409,Desenvolvedor .Net Core,
23967,Augusto Vasconcelos,0.511209508854409,Desenvolvedor .Net Core,
23903,Sr. Davi Lucca Teixeira,0.511209508854409,Desenvolvedor .Net Core,
23792,Srta. Mariah Sá,0.511209508854409,Desenvolvedor .Net Core,
23786,Mateus Souza,0.511209508854409,Desenvolvedor .Net Core,
23324,Dr. Juan Lopes,0.511209508854409,Desenvolvedor .Net Core,
21126,Ana Lívia Peixoto,0.5046397616724116,Desenvolvedor .Net Core,
25928,Dra. Manuella Vieira,0.511209508854409,Desenvolvedor Java / PL/SQL 11768493,
25115,Murilo Caldeira,0.511209508854409,Desenvolvedor Java / PL/SQL 11768493,
22449,Maitê Fogaça,0.4736503010027059,Desenvolvedor Java / PL/SQL 11768493,
11257,Marcelo Pereira,0.511209508854409,Desenvolvedor Java / PL/SQL 11768493,
19075,Ana Carolina Leão,0.4960088701959958,Analista DevOps- 11768501,
25365,Sra. Maria Alice Carvalho,0.4604154519691756,Desenvolvedor Android- 11768279,
19574,Sr. Brayan Martins,0.5603007741063712,Desenvolvedor Android- 11768279,
18968,Rafaela Campos,0.6361252949709455,Desenvolvedor Android- 11768279,
25389,Ravi Lucca Sampaio,0.46858145804114526,Conhecimento Do Agronegócio -Business Operations - PMO Practitioner(Pending Doc) - 11768496,
3059,Lorenzo Freitas,0.5556469828565592,Conhecimento Do Agronegócio -Business Operations - PMO Practitioner(Pending Doc) - 11768496,
25780,Dr. Antônio Sousa,0.4507956495006392,Conhecimento Do Agronegócio -Business Operations - PMO Practitioner(Pending Doc) - 11768496,
24986,Dra. Maria Julia Ribeiro,0.511209508854409,SAP ABAP - SR,
25411,Helena Duarte,0.511209508854409,Front End Developer SR,
23631,Dr. Henry Moreira,0.511209508854409,Front End Developer SR,
19075,Ana Carolina Leão,0.47012986545479124,Front End Developer SR,
25883,Luana Mendonça,0.4554555054749982,Analista de Sistemas SR,
25882,Pedro Miguel Lopes,0.5046397616724116,Analista de Sistemas SR,
25262,Srta. Eloá Barros,0.511209508854409,Analista de Sistemas SR,
15247,Maria Cecília Brito,0.511209508854409,Analista de Sistemas SR,
11074,Mirella Macedo,0.511209508854409,Analista de Sistemas SR,
26183,Nicolas Silveira,0.5109532826689432,Oracle Database Administrator - 11769315,
15162,Dr. Levi Costela,0.3988948226315576,Oracle Database Administrator - 11769315,
25643,Srta. Aurora Ramos,0.511209508854409,Java Developer Sr (Talend),
19075,Ana Carolina Leão,0.47012986545479124,Java Developer Sr (Talend),
25661,Eloah Pacheco,0.4404549100576459,Oracle SQL - 11769263,
25135,Ana da Luz,0.511209508854409,Oracle SQL - 11769263,
24738,Dr. Davi Lucca Casa Grande,0.511209508854409,Oracle SQL - 11769263,
24664,Clarice Aragão,0.511209508854409,Oracle SQL - 11769263,
24637,Ana Luiza Silveira,0.511209508854409,Oracle SQL - 11769263,
24078,Sr. Yuri Rios,0.511209508854409,Oracle SQL - 11769263,
25403,Dra. Alexia Castro,0.47595494487464807,SAP CCS-VAlter,
22820,Isabela Cunha,0.4736503010027059,SAP CCS-VAlter,
19348,Dra. Ana Lívia Fernandes,0.511209508854409,SAP CCS-VAlter,
15207,Sra. Joana Casa Grande,0.511209508854409,SAP CCS-VAlter,
18370,Agatha Lima,0.511209508854409,QA Hibrido Senior,
25400,Luana Mendes,0.511209508854409,Analista Pleno Em Desenvolvimento RPA - 11767730,
21308,Luiza Brito,0.511209508854409,Analista Pleno Em Desenvolvimento RPA - 11767730,
22638,Bruno Almeida,0.4736503010027059,Analistas Senior - Security Red Team - 11770539,
22494,Sara Dias,0.4736503010027059,Analistas Senior - Security Red Team - 11770539,
22347,José Pedro Silveira,0.4736503010027059,Analistas Senior - Security Red Team - 11770539,
26116,Ana Liz Alves,0.511209508854409,Analistas Senior - Security - Governança – Projetos De Segurança - 11770020,
26115,Maria Luísa Campos,0.46980547067338324,Analistas Senior - Security - Governança – Projetos De Segurança - 11770020,
26063,Mariah da Paz,0.511209508854409,Analistas Senior - Security - Governança – Projetos De Segurança - 11770020,
26061,Sr. Léo Pimenta,0.511209508854409,Analistas Senior - Security - Governança – Projetos De Segurança - 11770020,
26060,Pedro Lucas Peixoto,0.511209508854409,Analistas Senior - Security - Governança – Projetos De Segurança - 11770020,
26059,Ana Liz Melo,0.48457617152718446,Analistas Senior - Security - Governança – Projetos De Segurança - 11770020,
6754,Dra. Zoe Montenegro,0.511209508854409,Analistas Senior - Security - Governança – Projetos De Segurança - 11770020,
1677,Milena Ramos,0.3893484247856602,Analistas Senior - Security - Governança – Projetos De Segurança - 11770020,
25658,Matteo da Rosa,0.48010873767908635,Analistas Senior - Security Blue Team - 11770016,
21307,Antony Ribeiro,0.46466796082416406,Analistas Senior - Security Blue Team - 11770016,
25521,Dr. Heitor da Rosa,0.511209508854409,Analista de Negócios SR - RE-320916,
21858,Fernando Rocha,0.511209508854409,Analista de Negócios SR - RE-320916,
7577,Srta. Cecília Freitas,0.44139605555262884,Analista de Negócios SR - RE-320916,
3079,Sr. Luiz Otávio Gomes,0.511209508854409,Analista de Negócios SR - RE-320916,
16840,Alícia Santos,0.511209508854409,Consultor SAP SD - PL -Convestro_1,
25401,Davi Lucas Câmara,0.511209508854409,Consultor SAP SD - SR -Convestro_1,
23334,Dr. Heitor Cardoso,0.511209508854409,Consultor SAP SD - SR -Convestro_1,
700,Sr. Rael da Luz,0.511209508854409,Consultor SAP SD - SR -Convestro_1,
25562,Pedro Lucas Campos,0.5603007741063712,Suporte 1o. nivel - 11732373,
25556,Mariane Aragão,0.5603007741063712,Suporte 1o. nivel - 11732373,
25555,Srta. Emilly Rocha,0.31078887655169807,Suporte 1o. nivel - 11732373,
25554,Isabelly Guerra,0.40691472499847686,Suporte 1o. nivel - 11732373,
25553,Maria Julia da Rosa,0.5603007741063712,Suporte 1o. nivel - 11732373,
25552,Sr. Gustavo Henrique Correia,0.39085655090017674,Suporte 1o. nivel - 11732373,
25535,Yuri Guerra,0.5603007741063712,Suporte 1o. nivel - 11732373,
25534,Sr. Vicente Sá,0.45908396524658124,Suporte 1o. nivel - 11732373,
25533,Dr. João Felipe Cassiano,0.4906871865783708,Suporte 1o. nivel - 11732373,
25406,Dr. Raul Nascimento,0.5603007741063712,Suporte 1o. nivel - 11732373,
24028,Yan da Rosa,0.5603007741063712,Suporte 1o. nivel - 11732373,
24972,Apollo da Conceição,0.4820636872926341,SAP FI/GL/AA,
22935,Matheus Nogueira,0.4736503010027059,SAP FI/GL/AA,
22165,Ravi Lucca Ribeiro,0.511209508854409,SAP FI/GL/AA,
17318,Henrique Ferreira,0.511209508854409,SAP FI/GL/AA,
16802,Dr. Daniel Rocha,0.511209508854409,SAP FI/GL/AA,
9138,Jade Viana,0.511209508854409,ERP Functional Analyst - Oracle Cloud-gocil,
25404,Dr. Mateus Ribeiro,0.5034933147636287,ATG em projetos de Oracle EBS,
21769,Cauã da Costa,0.511209508854409,ATG em projetos de Oracle EBS,
6388,Dr. Oliver Azevedo,0.511209508854409,ATG em projetos de Oracle EBS,
2412,Sr. Lucca Cavalcanti,0.511209508854409,ATG em projetos de Oracle EBS,
26553,Henry Peixoto,0.33163392155981475,Profissional PS - Pleno -RE 320937,
25402,Yan Pires,0.49398935084690465,Profissional PS - Pleno -RE 320937,
14426,Kaique Souza,0.41207799770444026,Profissional PS - Pleno -RE 320937,
14271,Laís Vargas,0.511209508854409,Profissional PS - Pleno -RE 320937,
25404,Dr. Mateus Ribeiro,0.5034933147636287,Analista ROnie- 2021 2610282,PJ
25467,Sra. Ana Lívia Abreu,0.511209508854409,IND -2021 2610914,CLT - Estratégico
19746,Srta. Antonella Castro,0.511209508854409,2021 2610800- IND,PJ
22872,Melissa Cavalcanti,0.5479816391961122,SAP BW on HANA - 11773311,
18181,Sara Pastor,0.5556469828565592,SAP BW on HANA - 11773311,
21215,Maria Luiza Ferreira,0.3654708652063562,Trane position,
25601,Camila da Cruz,0.511209508854409,Webmaster - Gestor de sites pleno-senior,
25547,Laís Albuquerque,0.511209508854409,Webmaster - Gestor de sites pleno-senior,
25518,Ravi Nascimento,0.511209508854409,Webmaster - Gestor de sites pleno-senior,
25516,Luiz Gustavo Siqueira,0.511209508854409,Webmaster - Gestor de sites pleno-senior,
12667,Srta. Gabrielly Alves,0.511209508854409,Especialista-Desenvolvedor em SAP Analytics Cloud,
26052,Mateus Siqueira,0.3864207771231593,Especialista Zabbix -RE-309242,
25792,Agatha Cunha,0.44119175360920593,Especialista Zabbix -RE-309242,
25676,Srta. Bella Marques,0.43170530378194627,Especialista Zabbix -RE-309242,
25476,Srta. Eloah Cirino,0.511209508854409,Especialista Zabbix -RE-309242,
25474,Dra. Letícia Oliveira,0.511209508854409,Especialista Zabbix -RE-309242,
14508,Liz Cavalcanti,0.511209508854409,Especialista Zabbix -RE-309242,
22327,Vinicius Abreu,0.4736503010027059,Consultor Mulesoft – PL,
19321,Pedro Miguel Sá,0.44565782489571926,Consultor Mulesoft – PL,
25923,Melina da Rocha,0.511209508854409,Data Migration,
25672,André Sales,0.511209508854409,Data Migration,
25924,Arthur Gabriel Sales,0.511209508854409,Data Migration,
25922,Dr. Theo Melo,0.511209508854409,Data Migration,
21558,Ana Sophia Pereira,0.36711551803243947,Data Migration,
17235,Felipe da Luz,0.511209508854409,Data Migration,
17233,Dr. Dante Montenegro,0.511209508854409,Data Migration,
13431,Alícia Almeida,0.5061177932339782,Data Migration,
26021,Léo Silveira,0.511209508854409,Business Analyst - 11774187,
26019,Oliver Rocha,0.511209508854409,Business Analyst - 11774187,
26018,Sra. Júlia Garcia,0.511209508854409,Business Analyst - 11774187,
26017,Sr. Davi Santos,0.511209508854409,Business Analyst - 11774187,
25511,Dr. Raul Araújo,0.511209508854409,Business Analyst - 11774187,
25510,Rafaela Moraes,0.511209508854409,Business Analyst - 11774187,
18157,Sr. Vitor Fernandes,0.511209508854409,Business Analyst - 11774187,
3447,Dr. Emanuel das Neves,0.4973640808861887,Business Analyst - 11774187,
23892,Joaquim Peixoto,0.4724262128947449,SAP MM - Ingles Mandatorio - 11774567,
12504,Dr. Luiz Miguel Azevedo,0.529739884876431,SAP MM - Ingles Mandatorio - 11774567,
8092,Caleb Leão,0.511209508854409,SAP MM - Ingles Mandatorio - 11774567,
15,Dr. Erick da Rosa,0.6228938880883724,SAP MM - Ingles Mandatorio - 11774567,
21126,Ana Lívia Peixoto,0.5046397616724116,Full Stack - 11775808,
17862,Joana Cirino,0.511209508854409,Full Stack - 11775808,
25830,Murilo Andrade,0.3893964161472656,BI - 11773617,
25821,Pedro Porto,0.3721020408254609,BI - 11773617,
25610,Dr. Samuel da Rosa,0.582660626797969,BI - 11773617,
25898,Sra. Aylla Garcia,0.511209508854409,PASS THRU - assistente administrativo de recrutamento de TI,
25897,Vicente Carvalho,0.511209508854409,PASS THRU - assistente administrativo de recrutamento de TI,
25896,Sarah Barbosa,0.511209508854409,PASS THRU - assistente administrativo de recrutamento de TI,
25875,Maria Clara Araújo,0.511209508854409,PASS THRU - assistente administrativo de recrutamento de TI,
25677,Davi Lucas Castro,0.3030622344429525,PASS THRU - assistente administrativo de recrutamento de TI,
25620,Carlos Eduardo Farias,0.511209508854409,PASS THRU - assistente administrativo de recrutamento de TI,
25475,Dr. Vicente Vargas,0.511209508854409,PASS THRU - assistente administrativo de recrutamento de TI,
25473,Maria Isis Nogueira,0.511209508854409,PASS THRU - assistente administrativo de recrutamento de TI,
25470,Rodrigo Andrade,0.30651893511948086,PASS THRU - assistente administrativo de recrutamento de TI,
25469,Srta. Isabelly Aparecida,0.511209508854409,PASS THRU - assistente administrativo de recrutamento de TI,
25468,Dr. Raul Oliveira,0.511209508854409,PASS THRU - assistente administrativo de recrutamento de TI,
25464,Cauê Costela,0.511209508854409,PASS THRU - assistente administrativo de recrutamento de TI,
25463,Isis Guerra,0.3288866289547216,PASS THRU - assistente administrativo de recrutamento de TI,
25461,Matteo Moraes,0.511209508854409,PASS THRU - assistente administrativo de recrutamento de TI,
25561,Emilly Camargo,0.4404549100576459,Desenvolvedor JR JAVA.-conrado,
25560,Ryan Caldeira,0.43334146475692714,Desenvolvedor JR JAVA.-conrado,
25559,Juliana Garcia,0.4404549100576459,Desenvolvedor JR JAVA.-conrado,
25558,Valentim Moraes,0.4824622671046054,Desenvolvedor JR JAVA.-conrado,
25507,Luigi da Cruz,0.5091153489592302,Desenvolvedor JR JAVA.-conrado,
25506,Sr. João Gabriel Fogaça,0.511209508854409,Desenvolvedor JR JAVA.-conrado,
25503,Thales Montenegro,0.511209508854409,Desenvolvedor JR JAVA.-conrado,
25310,Noah Silva,0.511209508854409,Desenvolvedor JR JAVA.-conrado,
25262,Srta. Eloá Barros,0.511209508854409,Desenvolvedor JR JAVA.-conrado,
25119,Maria Luiza da Conceição,0.511209508854409,Desenvolvedor JR JAVA.-conrado,
25000,Maria Isis Marques,0.511209508854409,Desenvolvedor JR JAVA.-conrado,
19574,Sr. Brayan Martins,0.511209508854409,Desenvolvedor JR JAVA.-conrado,
25783,Dr. Breno Sousa,0.559204575186713,JD Edwards COnsultant-arthur,
25782,Anthony Silva,0.559204575186713,JD Edwards COnsultant-arthur,
21043,André Cirino,0.511209508854409,2021-2605709-Lean Functional Testing-Lead,
26799,Dra. Hadassa Marques,0.559204575186713,AZURE DevOps Test,
23334,Dr. Heitor Cardoso,0.511209508854409,SAP SD Pl / Sr,
11466,Stella Martins,0.511209508854409,SAP SD Pl / Sr,
3175,Maria Isis Pimenta,0.511209508854409,SAP SD Pl / Sr,
2316,Dra. Maria Cecília Leão,0.511209508854409,SAP SD Pl / Sr,
29169,Isadora Viana,0.511209508854409,Gerenciamento de projetos de TI;,
29067,Sra. Maya Teixeira,0.511209508854409,Gerenciamento de projetos de TI;,
28926,Dr. Henrique Nogueira,0.511209508854409,Gerenciamento de projetos de TI;,
28854,Sra. Laís Costa,0.511209508854409,Gerenciamento de projetos de TI;,
28815,Mirella das Neves,0.511209508854409,Gerenciamento de projetos de TI;,
28622,Augusto Peixoto,0.511209508854409,Gerenciamento de projetos de TI;,
28537,Sofia Moreira,0.511209508854409,Gerenciamento de projetos de TI;,
28509,Sra. Sophie da Paz,0.511209508854409,Gerenciamento de projetos de TI;,
27703,Nathan Souza,0.43843305728484655,Gerenciamento de projetos de TI;,
27698,Nicole Novaes,0.511209508854409,Gerenciamento de projetos de TI;,
